"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels","Data comment",Date,Impressions,Reach,"3-second video views","1-minute video views","Seconds viewed","Average Seconds viewed","3-Second viewers","1-minute viewers","Reactions, Comments and Shares",Reactions,Comments,Shares,"1-minute video views from Followers","1-minute video views from Recommendations","1-minute video views from Shares","Seconds viewed from Followers","Seconds viewed from Recommendations","Seconds viewed from Shares","Average Seconds viewed from Recommendations","Average Seconds viewed from Followers","Average Seconds viewed from Shares","Average Seconds viewed from Boosted posts","Percentage of total views at interval 0","Percentage of total views at interval 2","Percentage of total views at interval 3","Percentage of total views at interval 4","Percentage of total views at interval 9","Percentage of total views at interval 7","Percentage of total views at interval 32","Percentage of total views at interval 13","Percentage of total views at interval 11","Percentage of total views at interval 6","Percentage of total views at interval 12","Percentage of total views at interval 5","Percentage of total views at interval 18","Percentage of total views at interval 1","Percentage of total views at interval 25","Percentage of total views at interval 8","Percentage of total views at interval 33","Percentage of total views at interval 17","Percentage of total views at interval 31","Percentage of total views at interval 27","Percentage of total views at interval 37","Percentage of total views at interval 24","Percentage of total views at interval 34","Percentage of total views at interval 20","Percentage of total views at interval 23","Percentage of total views at interval 19","Percentage of total views at interval 10","Percentage of total views at interval 15","Percentage of total views at interval 16","Percentage of total views at interval 29","Percentage of total views at interval 28","Percentage of total views at interval 22","Percentage of total views at interval 21","Percentage of total views at interval 14","Percentage of total views at interval 35","Percentage of total views at interval 26","Percentage of total views at interval 39","Percentage of total views at interval 30","Percentage of total views at interval 36","Percentage of total views at interval 38","Percentage of total views at interval 40","Percentage of 15-second views at interval 0","Percentage of 15-second views at interval 3","Percentage of 15-second views at interval 9","Percentage of 15-second views at interval 4","Percentage of 15-second views at interval 2","Percentage of 15-second views at interval 7","Percentage of 15-second views at interval 12","Percentage of 15-second views at interval 1","Percentage of 15-second views at interval 25","Percentage of 15-second views at interval 6","Percentage of 15-second views at interval 26","Percentage of 15-second views at interval 11","Percentage of 15-second views at interval 13","Percentage of 15-second views at interval 8","Percentage of 15-second views at interval 14","Percentage of 15-second views at interval 15","Percentage of 15-second views at interval 17","Percentage of 15-second views at interval 22","Percentage of 15-second views at interval 21","Percentage of 15-second views at interval 23","Percentage of 15-second views at interval 16","Percentage of 15-second views at interval 18","Percentage of 15-second views at interval 10","Percentage of 15-second views at interval 32","Percentage of 15-second views at interval 24","Percentage of 15-second views at interval 5","Percentage of 15-second views at interval 34","Percentage of 15-second views at interval 27","Percentage of 15-second views at interval 29","Percentage of 15-second views at interval 37","Percentage of 15-second views at interval 30","Percentage of 15-second views at interval 33","Percentage of 15-second views at interval 20","Percentage of 15-second views at interval 31","Percentage of 15-second views at interval 36","Percentage of 15-second views at interval 19","Percentage of 15-second views at interval 28","Percentage of 15-second views at interval 35","Percentage of 15-second views at interval 38","Percentage of 15-second views at interval 39","Percentage of 15-second views at interval 40","Views by top audience (F, 25-34)","Views by top audience (M, 25-34)","Views by top audience (F, 35-44)","Views by top audience (M, 35-44)","Views by top audience (F, 18-24)","Views by top audience (M, 18-24)","Views by top audience (F, 45-54)","Views by top audience (F, 55-64)","Views by top audience (M, 45-54)","Views by top audience (M, 55-64)","Views by top audience (F, 65+)","Views by top audience (M, 65+)","Views by country (Philippines (PH))","Views by country (Laos (LA))","Views by country (Indonesia (ID))","Views by country (United States (US))","Views by country (Thailand (TH))","Views by country (Singapore (SG))","Views by country (Bangladesh (BD))","Views by country (Malaysia (MY))","Views by country (Italy (IT))","Views by country (Japan (JP))","Views by country (Cambodia (KH))","Views by country (United Kingdom (GB))","Views by country (Myanmar (MM))","Views by country (Saudi Arabia (SA))","Views by country (Germany (DE))","Views by country (Qatar (QA))","Views by country (Sri Lanka (LK))","Views by country (Ireland (IE))","Views by country (Australia (AU))","Views by country (Netherlands (NL))","Views by country (India (IN))"
348926997829588,,1087859964611855,"Philippine Competition Commission","10th ASEAN Competition Conference (Day 1)",27296,"11/28/2023 17:11",,,Lifetime,1670,1382,544,70,82516.911,41.717,391,34,31,20,1,10,36,31,3,46336.858,34687.721,1492.332,61.177638447972,38.905842149454,6.7833272727273,0,0.92,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,1,0.24,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0,140,110,63,47,44,28,24,21,17,13,10,3,464,27,9,6,5,5,5,4,4,3,2,1,1,1,1,1,1,1,1,1,1
